0.0000000, 0.0, -0.1528569, 0.0349893, 0.0799358, 6.4310783, 0.4791257
0.1999470, 0.0, 0.0469166, 0.0509402, 0.0796079, 6.4459574, 0.4653654
0.3998941, 0.0, 0.2465104, 0.0668258, 0.0792965, 6.4603765, 0.4518410
0.5998411, 0.0, 0.4458964, 0.0826618, 0.0792161, 6.4743457, 0.4295347
0.7997882, 0.0, 0.6450256, 0.0985164, 0.0793720, 6.4875975, 0.3985914
0.9997352, 0.0, 0.8438271, 0.1144029, 0.0795482, 6.4998704, 0.3685076
1.1996823, 0.0, 1.0422891, 0.1303289, 0.0797473, 6.5111965, 0.3391177
1.3996293, 0.0, 1.2403209, 0.1462955, 0.0799673, 6.5216018, 0.3104672
1.5995764, 0.0, 1.4378904, 0.1623084, 0.0802078, 6.5311136, 0.2825252
1.7995234, 0.0, 1.6349460, 0.1783719, 0.0804695, 6.5397572, 0.2552192
1.9994704, 0.0, 1.8314144, 0.1944885, 0.0807521, 6.5475557, 0.2285251
2.1994175, 0.0, 2.0272831, 0.2106657, 0.0810564, 6.5545306, 0.2023805
2.3993645, 0.0, 2.2224580, 0.2269045, 0.0813823, 6.5607013, 0.1767501
2.5993116, 0.0, 2.4169046, 0.2432110, 0.0817296, 6.5660859, 0.1516261
2.7992586, 0.0, 2.6105688, 0.2595896, 0.0820993, 6.5707015, 0.1269352
2.9992057, 0.0, 2.8033741, 0.2760429, 0.0824910, 6.5745630, 0.1026807
3.1991527, 0.0, 2.9953044, 0.2925787, 0.0829052, 6.5776850, 0.0788193
3.3990997, 0.0, 3.1862630, 0.3091984, 0.0833425, 6.5800805, 0.0553120
3.5990468, 0.0, 3.3762111, 0.3259080, 0.0838019, 6.5817610, 0.0321928
3.7989938, 0.0, 3.5650908, 0.3427122, 0.0842849, 6.5827389, 0.0093819
3.9989409, 0.0, 3.7528228, 0.3596140, 0.0847914, 6.5830239, -0.0131153
4.1988879, 0.0, 3.9393840, 0.3766215, 0.0853234, 6.5826255, -0.0353978
4.3988350, 0.0, 4.1246760, 0.3937366, 0.0858804, 6.5815502, -0.0574387
4.5987820, 0.0, 4.3086539, 0.4109658, 0.0864608, 6.5798050, -0.0791653
4.7987291, 0.0, 4.4912548, 0.4283138, 0.0870667, 6.5773989, -0.1006697
4.9986761, 0.0, 4.6723964, 0.4457843, 0.0876978, 6.5743379, -0.1219400
5.1986231, 0.0, 4.8520452, 0.4633858, 0.0883602, 6.5706283, -0.1432282
5.3985702, 0.0, 5.0301029, 0.4811214, 0.0890500, 6.5662683, -0.1643442
5.5985172, 0.0, 5.2065153, 0.4989979, 0.0897699, 6.5612621, -0.1853946
5.7984643, 0.0, 5.3812134, 0.5170223, 0.0905230, 6.5556099, -0.2064869
5.9984113, 0.0, 5.5541122, 0.5351989, 0.0913039, 6.5493090, -0.2273598
6.1983584, 0.0, 5.7251633, 0.5535371, 0.0921256, 6.5423642, -0.2485615
6.3983054, 0.0, 5.8942695, 0.5720418, 0.0929779, 6.5347632, -0.2695987
6.5982524, 0.0, 6.0613646, 0.5907202, 0.0938634, 6.5265090, -0.2905603
6.7981995, 0.0, 6.2263718, 0.6095798, 0.0947860, 6.5176013, -0.3115834
6.9981465, 0.0, 6.3892036, 0.6286263, 0.0957396, 6.5080355, -0.3323694
7.1980936, 0.0, 6.5497925, 0.6478262, 0.0963139, 6.4978160, -0.3355711
7.3980406, 0.0, 6.7080549, 0.6671440, 0.0969209, 6.4874818, -0.3397870
7.5980936, 0.0, 6.5497925, 0.6478262, 0.0963139, 6.4978160, -0.3355711
7.7980936, 0.0, 6.3892036, 0.6286263, 0.0957396, 6.5080355, -0.3323694
8.0, 0.0, 6.2263718, 0.6095798, 0.0947860, 6.5176013, -0.3115834
10.0, 0.0, 6.0613646, 0.5907202, 0.0938634, 6.5265090, -0.2905603
12.0, 0.0, 5.8942695, 0.5720418, 0.0929779, 6.5347632, -0.2695987
20.0, 0.0, 5.7251633, 0.5535371, 0.0921256, 6.5423642, -0.2485615
20.0, 0.5, 5.5541122, 0.5351989, 0.0913039, 6.5493090, -0.2273598
20.0, 1.0, 5.3812134, 0.5170223, 0.0905230, 6.5556099, -0.2064869
20.0, 1.5, 5.2065153, 0.4989979, 0.0897699, 6.5612621, -0.1853946
20.0, 5.0, 5.0301029, 0.4811214, 0.0890500, 6.5662683, -0.1643442
20.0, 6.0, 4.8520452, 0.4633858, 0.0883602, 6.5706283, -0.1432282
20.0, 7.0, 4.6723964, 0.4457843, 0.0876978, 6.5743379, -0.1219400
20.0, 8.0, 4.4912548, 0.4283138, 0.0870667, 6.5773989, -0.1006697
20.0, 9.0, 4.3086539, 0.4109658, 0.0864608, 6.5798050, -0.0791653
20.0, 10.0, 4.1246760, 0.3937366, 0.0858804, 6.5815502, -0.0574387
20.0, 11.0, 3.9393840, 0.3766215, 0.0853234, 6.5826255, -0.0353978
20.0, 12.0, 3.7528228, 0.3596140, 0.0847914, 6.5830239, -0.0131153
20.0, 13.0, 3.5650908, 0.3427122, 0.0842849, 6.5827389, 0.0093819
20.0, 14.0, 3.3762111, 0.3259080, 0.0838019, 6.5817610, 0.0321928
20.0, 15.0, 3.1862630, 0.3091984, 0.0833425, 6.5800805, 0.0553120
20.0, 16.0, 2.9953044, 0.2925787, 0.0829052, 6.5776850, 0.0788193
20.0, 17.0, 2.8033741, 0.2760429, 0.0824910, 6.5745630, 0.1026807
20.0, 18.0, 2.6105688, 0.2595896, 0.0820993, 6.5707015, 0.1269352
20.0, 19.0, 2.4169046, 0.2432110, 0.0817296, 6.5660859, 0.1516261
20.0, 20.0, 2.2224580, 0.2269045, 0.0813823, 6.5607013, 0.1767501
20.0, 21.0, 2.0272831, 0.2106657, 0.0810564, 6.5545306, 0.2023805
20.0, 21.5, 1.8314144, 0.1944885, 0.0807521, 6.5475557, 0.2285251

